https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ADA
1753833600000,2025-07-30 00:00:00,ADA/USD,0.78301,0.78926,0.73151,0.76424,920116.6419512548,1203962.94613113
1753747200000,2025-07-29 00:00:00,ADA/USD,0.79291,0.80991,0.77004,0.7842,389338.0690287591,496478.02732563
1753660800000,2025-07-28 00:00:00,ADA/USD,0.83181,0.85711,0.78759,0.79355,558929.2378323392,704340.29088569
1753574400000,2025-07-27 00:00:00,ADA/USD,0.82021,0.84041,0.8157,0.83302,111853.75291251228,134274.99089159
1753488000000,2025-07-26 00:00:00,ADA/USD,0.81608,0.83923,0.81407,0.82007,90005.9841322692,109754.02603713
1753401600000,2025-07-25 00:00:00,ADA/USD,0.80396,0.81822,0.7753,0.81786,570929.6650703378,698077.5011253
1753315200000,2025-07-24 00:00:00,ADA/USD,0.81247,0.83767,0.76244,0.80632,1083321.0865895494,1343537.41267679
1753228800000,2025-07-23 00:00:00,ADA/USD,0.90252,0.90281,0.78618,0.81611,1161048.4063770112,1422661.65881684
1753142400000,2025-07-22 00:00:00,ADA/USD,0.89041,0.90992,0.85302,0.904,585999.6521148053,648229.70366682
1753056000000,2025-07-21 00:00:00,ADA/USD,0.8575,0.93497,0.84139,0.88941,689119.8962377395,774805.65345312
1752969600000,2025-07-20 00:00:00,ADA/USD,0.82987,0.87821,0.82339,0.85883,252392.31373822308,293879.24704333
1752883200000,2025-07-19 00:00:00,ADA/USD,0.81688,0.83814,0.80237,0.82965,281324.2300663298,339087.84435163
1752796800000,2025-07-18 00:00:00,ADA/USD,0.82315,0.89579,0.79652,0.81734,1359532.303817636,1663362.00824337
1752710400000,2025-07-17 00:00:00,ADA/USD,0.76512,0.83867,0.74075,0.82364,1285955.5852772936,1561307.83507029
1752624000000,2025-07-16 00:00:00,ADA/USD,0.7448,0.785,0.73573,0.76542,712563.902004836,930944.97400752
1752537600000,2025-07-15 00:00:00,ADA/USD,0.73416,0.74813,0.71081,0.74695,1053408.1065143018,1410279.27774858
1752451200000,2025-07-14 00:00:00,ADA/USD,0.74233,0.76663,0.72094,0.73504,640509.6175841927,871394.23376169
1752364800000,2025-07-13 00:00:00,ADA/USD,0.70628,0.755,0.70467,0.7362,496912.4371610661,674969.35229702
1752278400000,2025-07-12 00:00:00,ADA/USD,0.70879,0.7366,0.6868,0.70774,187957.52020140213,265574.25071552
1752192000000,2025-07-11 00:00:00,ADA/USD,0.67614,0.77709,0.66864,0.70958,1831148.6326815619,2580609.13876034
1752105600000,2025-07-10 00:00:00,ADA/USD,0.62463,0.67937,0.61814,0.67699,1413135.0373264453,2087379.48466956
1752019200000,2025-07-09 00:00:00,ADA/USD,0.5884,0.62809,0.58458,0.62368,1779443.1009531282,2853134.78218498
1751932800000,2025-07-08 00:00:00,ADA/USD,0.58128,0.5928,0.57293,0.5893,1339281.9280556147,2272665.75268219
1751846400000,2025-07-07 00:00:00,ADA/USD,0.58382,0.5952,0.57493,0.57812,91033.21716815587,157464.22398145
1751760000000,2025-07-06 00:00:00,ADA/USD,0.57603,0.59437,0.57155,0.58668,99139.57425853547,168984.07012091
1751673600000,2025-07-05 00:00:00,ADA/USD,0.57531,0.58356,0.57013,0.57692,68777.91314277802,119215.68526447
1751587200000,2025-07-04 00:00:00,ADA/USD,0.60163,0.60437,0.56495,0.57292,89308.00483379042,155882.15603189
1751500800000,2025-07-03 00:00:00,ADA/USD,0.58519,0.61266,0.58359,0.5999,102157.86659006811,170291.49289893
1751414400000,2025-07-02 00:00:00,ADA/USD,0.54473,0.6,0.54021,0.58451,346647.5757394224,593056.7068817
1751328000000,2025-07-01 00:00:00,ADA/USD,0.57278,0.57688,0.5375,0.54328,178520.9429010511,328598.40763704
1751241600000,2025-06-30 00:00:00,ADA/USD,0.57907,0.59084,0.55677,0.57193,169557.37134495712,296465.2515954
1751155200000,2025-06-29 00:00:00,ADA/USD,0.56604,0.58491,0.5555,0.57795,52007.6344671168,89986.39063434
1751068800000,2025-06-28 00:00:00,ADA/USD,0.55878,0.56887,0.55534,0.56569,32476.75151968729,57410.86375875
1750982400000,2025-06-27 00:00:00,ADA/USD,0.55523,0.56303,0.54537,0.55667,95561.91455207585,171667.08202719
1750896000000,2025-06-26 00:00:00,ADA/USD,0.5688,0.58047,0.54951,0.55434,71986.70615735312,129860.20521224
1750809600000,2025-06-25 00:00:00,ADA/USD,0.58749,0.59065,0.563,0.56605,161146.2251906454,284685.49631772
1750723200000,2025-06-24 00:00:00,ADA/USD,0.58419,0.5944,0.57759,0.58748,211234.37924734695,359560.11991446
1750636800000,2025-06-23 00:00:00,ADA/USD,0.54209,0.58669,0.52967,0.58319,408441.8871699501,700358.18030136
1750550400000,2025-06-22 00:00:00,ADA/USD,0.55722,0.56428,0.51149,0.54188,523423.95829759294,965940.72174207
1750464000000,2025-06-21 00:00:00,ADA/USD,0.57839,0.5883,0.54527,0.55704,432542.7558755419,776502.14683962
1750377600000,2025-06-20 00:00:00,ADA/USD,0.60449,0.60749,0.562,0.5773,109770.90392253886,190145.33851124
1750291200000,2025-06-19 00:00:00,ADA/USD,0.6048,0.61166,0.59063,0.60385,59244.39730725436,98111.11585204
1750204800000,2025-06-18 00:00:00,ADA/USD,0.61219,0.62225,0.58859,0.60306,211913.05836116508,351396.30942388
1750118400000,2025-06-17 00:00:00,ADA/USD,0.62815,0.64244,0.60002,0.6097,148896.6113221559,244212.91015607
1750032000000,2025-06-16 00:00:00,ADA/USD,0.63454,0.65782,0.62678,0.62995,104374.04971820155,165686.24449274
1749945600000,2025-06-15 00:00:00,ADA/USD,0.62488,0.63688,0.622,0.63426,88709.84649239208,139863.53623497
1749859200000,2025-06-14 00:00:00,ADA/USD,0.64169,0.6427,0.61375,0.62545,133167.4984778103,212914.69898123
1749772800000,2025-06-13 00:00:00,ADA/USD,0.65788,0.65788,0.61735,0.64203,704448.3899527502,1097220.36346082
1749686400000,2025-06-12 00:00:00,ADA/USD,0.69619,0.69904,0.65668,0.6656,281336.17743015784,422680.55503329
1749600000000,2025-06-11 00:00:00,ADA/USD,0.71547,0.73002,0.69048,0.69692,342975.9885628007,492131.07467543
1749513600000,2025-06-10 00:00:00,ADA/USD,0.70556,0.71984,0.68757,0.71583,285547.4771486713,398904.03747911
1749427200000,2025-06-09 00:00:00,ADA/USD,0.67111,0.70856,0.65702,0.70694,285459.9610649165,403796.58961852
1749340800000,2025-06-08 00:00:00,ADA/USD,0.66431,0.67961,0.65214,0.66959,127847.83820395864,190934.50948186
1749254400000,2025-06-07 00:00:00,ADA/USD,0.65675,0.67114,0.65003,0.66542,35404.547313564195,53206.31678273
1749168000000,2025-06-06 00:00:00,ADA/USD,0.62624,0.67287,0.62496,0.65645,120112.18820304969,182972.33331259
1749081600000,2025-06-05 00:00:00,ADA/USD,0.66474,0.68988,0.62,0.62633,458353.40975445864,731808.167826
1748995200000,2025-06-04 00:00:00,ADA/USD,0.68338,0.70266,0.66117,0.6648,234436.0051726865,352641.40368936
1748908800000,2025-06-03 00:00:00,ADA/USD,0.689,0.70706,0.6737,0.68477,242077.7794158943,353516.91723629
1748822400000,2025-06-02 00:00:00,ADA/USD,0.68539,0.69187,0.66377,0.69008,366989.36217514117,531806.98205301
1748736000000,2025-06-01 00:00:00,ADA/USD,0.68475,0.68676,0.65484,0.68657,154226.82263009576,224633.79208252
1748649600000,2025-05-31 00:00:00,ADA/USD,0.69063,0.69519,0.65687,0.68649,451725.36724992405,658021.7734416
1748563200000,2025-05-30 00:00:00,ADA/USD,0.72386,0.72731,0.68278,0.68825,2114374.3881667866,3072102.27121945
1748476800000,2025-05-29 00:00:00,ADA/USD,0.74692,0.7645,0.72,0.72286,536891.0090231587,742731.6617646
1748390400000,2025-05-28 00:00:00,ADA/USD,0.75417,0.76012,0.73214,0.7478,486614.02751093445,650727.50402639
1748304000000,2025-05-27 00:00:00,ADA/USD,0.76179,0.77533,0.74399,0.75833,561076.503430757,739884.3556641
1748217600000,2025-05-26 00:00:00,ADA/USD,0.75874,0.7763,0.75059,0.7597,467719.3870708972,615663.27112136
1748131200000,2025-05-25 00:00:00,ADA/USD,0.74522,0.75987,0.72646,0.75935,553663.8755456941,729128.69631355
1748044800000,2025-05-24 00:00:00,ADA/USD,0.74634,0.76497,0.74,0.74641,405979.7183880669,543909.80612273
1747958400000,2025-05-23 00:00:00,ADA/USD,0.80873,0.84076,0.74387,0.74575,691260.7570015867,926933.6332572399
1747872000000,2025-05-22 00:00:00,ADA/USD,0.77209,0.8102,0.77057,0.80901,475860.7666520363,588201.34071524
1747785600000,2025-05-21 00:00:00,ADA/USD,0.74581,0.78392,0.73615,0.77066,1095741.556519566,1421822.2776835
1747699200000,2025-05-20 00:00:00,ADA/USD,0.74206,0.7527,0.72241,0.74538,283445.9991909591,380270.46498559
1747612800000,2025-05-19 00:00:00,ADA/USD,0.75868,0.76458,0.71005,0.74392,361713.2858055684,486226.0536154
1747526400000,2025-05-18 00:00:00,ADA/USD,0.74329,0.77611,0.71711,0.7599,1227542.5757915939,1615400.15237741
1747440000000,2025-05-17 00:00:00,ADA/USD,0.75844,0.78064,0.72792,0.74271,1067681.2564627929,1437547.97493341
1747353600000,2025-05-16 00:00:00,ADA/USD,0.76261,0.78547,0.75134,0.7587,1948123.6919430308,2567712.78758802
1747267200000,2025-05-15 00:00:00,ADA/USD,0.79963,0.81027,0.74435,0.76215,3247595.6345712966,4261097.72954313
1747180800000,2025-05-14 00:00:00,ADA/USD,0.82998,0.83251,0.78946,0.79884,1842421.0282498265,2306370.52257001
1747094400000,2025-05-13 00:00:00,ADA/USD,0.81793,0.84161,0.77407,0.83393,1079494.4959898978,1294466.55713297
1747008000000,2025-05-12 00:00:00,ADA/USD,0.80655,0.86378,0.77976,0.81726,2343951.199554255,2868060.59216682
1746921600000,2025-05-11 00:00:00,ADA/USD,0.84019,0.84548,0.78087,0.80486,1022850.7409083414,1270843.05457886
1746835200000,2025-05-10 00:00:00,ADA/USD,0.77859,0.84342,0.77021,0.84019,2432680.5905865654,2895393.41171231
1746748800000,2025-05-09 00:00:00,ADA/USD,0.76933,0.81792,0.75501,0.77634,1900938.3349074002,2448589.96690548
1746662400000,2025-05-08 00:00:00,ADA/USD,0.67251,0.77195,0.67069,0.76994,2022073.4509449948,2626274.06154375
1746576000000,2025-05-07 00:00:00,ADA/USD,0.68062,0.69005,0.65586,0.6728,429308.57255880063,638092.40867836
1746489600000,2025-05-06 00:00:00,ADA/USD,0.664,0.68174,0.64446,0.67957,884102.625096689,1300973.59373823
1746403200000,2025-05-05 00:00:00,ADA/USD,0.67751,0.69359,0.65613,0.664,754171.3936927374,1135800.29170593
1746316800000,2025-05-04 00:00:00,ADA/USD,0.7002,0.71569,0.67372,0.67845,1754513.8807396875,2586062.17221562
1746230400000,2025-05-03 00:00:00,ADA/USD,0.69888,0.73061,0.69214,0.70114,1737951.0730990032,2478750.42516331
1746144000000,2025-05-02 00:00:00,ADA/USD,0.70621,0.72514,0.68945,0.6981,885400.1584832224,1268299.89755511
1746057600000,2025-05-01 00:00:00,ADA/USD,0.68294,0.71489,0.68294,0.70585,571352.3095331653,809452.87176194
1745971200000,2025-04-30 00:00:00,ADA/USD,0.69762,0.70395,0.66709,0.68257,856099.8274843228,1254230.08260592
1745884800000,2025-04-29 00:00:00,ADA/USD,0.70282,0.71788,0.69013,0.69735,600309.0049763669,860843.19922043
1745798400000,2025-04-28 00:00:00,ADA/USD,0.70381,0.72965,0.68352,0.70609,1493762.695757955,2115541.49720001
1745712000000,2025-04-27 00:00:00,ADA/USD,0.70712,0.71843,0.69146,0.7037,370114.5709400348,525955.05320454
1745625600000,2025-04-26 00:00:00,ADA/USD,0.71478,0.73359,0.70075,0.70785,226220.1876334896,319587.74829906
1745539200000,2025-04-25 00:00:00,ADA/USD,0.72221,0.73293,0.70218,0.71511,1366601.4950898297,1911036.75670852
1745452800000,2025-04-24 00:00:00,ADA/USD,0.69824,0.74583,0.67173,0.72138,1581058.9207615245,2191714.38182584
1745366400000,2025-04-23 00:00:00,ADA/USD,0.68202,0.71797,0.67819,0.69757,862173.0881444066,1235966.40931291
1745280000000,2025-04-22 00:00:00,ADA/USD,0.61877,0.683,0.61537,0.67987,880751.0021369847,1295469.72529599
1745193600000,2025-04-21 00:00:00,ADA/USD,0.61923,0.64777,0.61555,0.62436,871970.2887707568,1396582.56257729
1745107200000,2025-04-20 00:00:00,ADA/USD,0.62994,0.63382,0.60843,0.6192,86755.7131930139,140109.35593187
1745020800000,2025-04-19 00:00:00,ADA/USD,0.62844,0.63986,0.61802,0.62729,111406.40906659023,177599.52982925
1744934400000,2025-04-18 00:00:00,ADA/USD,0.61637,0.6311,0.60997,0.62502,269949.78841961594,431905.84048449
1744848000000,2025-04-17 00:00:00,ADA/USD,0.61178,0.62911,0.61008,0.61566,464318.47590174805,754180.02777791
1744761600000,2025-04-16 00:00:00,ADA/USD,0.60943,0.6244,0.595,0.61081,944233.0620449212,1545870.33945895
1744675200000,2025-04-15 00:00:00,ADA/USD,0.63367,0.64792,0.60751,0.60984,1681297.517878471,2756948.57319702
1744588800000,2025-04-14 00:00:00,ADA/USD,0.63729,0.65617,0.62749,0.63352,1375928.3166961726,2171878.26224298
1744502400000,2025-04-13 00:00:00,ADA/USD,0.65955,0.66885,0.62941,0.63553,765069.942723684,1203829.78415446
1744416000000,2025-04-12 00:00:00,ADA/USD,0.62357,0.66691,0.61714,0.65862,732304.3205491356,1111876.83421265
1744329600000,2025-04-11 00:00:00,ADA/USD,0.6089,0.64389,0.60565,0.62393,3407613.829145174,5461532.26987831
1744243200000,2025-04-10 00:00:00,ADA/USD,0.63201,0.63325,0.58603,0.60865,2328333.076910685,3825405.53176815
1744156800000,2025-04-09 00:00:00,ADA/USD,0.55995,0.64641,0.53679,0.63117,2776197.60036915,4398494.22559556
1744070400000,2025-04-08 00:00:00,ADA/USD,0.58587,0.6196,0.55295,0.55731,1828171.2924242716,3280348.98427136
1743984000000,2025-04-07 00:00:00,ADA/USD,0.57225,0.6046,0.51057,0.58675,3069477.172007871,5231320.27611056
1743897600000,2025-04-06 00:00:00,ADA/USD,0.65389,0.65553,0.56022,0.57404,743000.8646918221,1294336.39588151
1743811200000,2025-04-05 00:00:00,ADA/USD,0.66056,0.66757,0.64549,0.65596,752314.2599832573,1146890.45061171
1743724800000,2025-04-04 00:00:00,ADA/USD,0.65176,0.67137,0.6285,0.66078,1370529.4400860341,2074108.53852422
1743638400000,2025-04-03 00:00:00,ADA/USD,0.63734,0.65692,0.61327,0.65069,732530.5105544567,1125774.96281556
1743552000000,2025-04-02 00:00:00,ADA/USD,0.67717,0.70796,0.6354,0.63845,1320179.141644615,2067787.83247649
1743465600000,2025-04-01 00:00:00,ADA/USD,0.66333,0.6945,0.65896,0.67955,1072446.0364295274,1578170.90196384
1743379200000,2025-03-31 00:00:00,ADA/USD,0.66243,0.6663,0.63064,0.66116,1121756.394458838,1696648.91169889
1743292800000,2025-03-30 00:00:00,ADA/USD,0.67382,0.68861,0.65234,0.66249,232002.3498104207,350197.51212912
1743206400000,2025-03-29 00:00:00,ADA/USD,0.70769,0.7132,0.66058,0.67481,637572.7949281363,944818.23761968
1743120000000,2025-03-28 00:00:00,ADA/USD,0.73713,0.74719,0.69082,0.70681,716389.2508068732,1013552.79467873
1743033600000,2025-03-27 00:00:00,ADA/USD,0.72921,0.74535,0.72216,0.73813,402730.69767237955,545609.44233723
1742947200000,2025-03-26 00:00:00,ADA/USD,0.74462,0.77599,0.72128,0.72962,854440.7583256469,1171076.3936373
1742860800000,2025-03-25 00:00:00,ADA/USD,0.73244,0.76739,0.722,0.74492,1615224.210085299,2168319.02766109
1742774400000,2025-03-24 00:00:00,ADA/USD,0.71095,0.74621,0.70672,0.73312,699360.9163819737,953951.49004525
1742688000000,2025-03-23 00:00:00,ADA/USD,0.70223,0.7167,0.69262,0.71172,527892.9254087206,741714.33345799
1742601600000,2025-03-22 00:00:00,ADA/USD,0.70551,0.71657,0.69774,0.70052,377513.29266198515,538904.37483867
1742515200000,2025-03-21 00:00:00,ADA/USD,0.71775,0.72835,0.70118,0.70567,732892.6161852451,1038576.97817003
1742428800000,2025-03-20 00:00:00,ADA/USD,0.74639,0.75709,0.71274,0.71882,894226.5081926414,1244020.07205231
1742342400000,2025-03-19 00:00:00,ADA/USD,0.70256,0.7487,0.7025,0.74475,1186414.4271011066,1593037.16294207
1742256000000,2025-03-18 00:00:00,ADA/USD,0.71928,0.71928,0.68349,0.70489,420610.54288080207,596703.80184256
1742169600000,2025-03-17 00:00:00,ADA/USD,0.70759,0.73202,0.70369,0.72082,802785.3230914595,1113711.22206856
1742083200000,2025-03-16 00:00:00,ADA/USD,0.74638,0.74819,0.69553,0.707,402653.131285898,569523.52374243
1741996800000,2025-03-15 00:00:00,ADA/USD,0.73908,0.7613,0.73259,0.74886,905574.5674199708,1209270.8482493
1741910400000,2025-03-14 00:00:00,ADA/USD,0.70253,0.75245,0.69827,0.73881,1344578.002333916,1819923.93488707
1741824000000,2025-03-13 00:00:00,ADA/USD,0.73566,0.74262,0.69265,0.70513,1714467.7154604348,2431420.7528547
1741737600000,2025-03-12 00:00:00,ADA/USD,0.7268,0.76948,0.71271,0.73695,1719834.998665736,2333720.06060891
1741651200000,2025-03-11 00:00:00,ADA/USD,0.67463,0.74662,0.64832,0.7257,2427754.0980067365,3345396.30426724
1741564800000,2025-03-10 00:00:00,ADA/USD,0.72345,0.78,0.66019,0.67366,1769646.6530431001,2626913.65532034
1741478400000,2025-03-09 00:00:00,ADA/USD,0.80426,0.82095,0.71085,0.72369,1699570.7979465271,2348479.04205741
1741392000000,2025-03-08 00:00:00,ADA/USD,0.81898,0.84073,0.79532,0.80832,807799.7595106498,999356.39290213
1741305600000,2025-03-07 00:00:00,ADA/USD,0.90899,0.92294,0.80919,0.82081,4187153.1570005924,5101245.30281136
1741219200000,2025-03-06 00:00:00,ADA/USD,0.97558,0.99159,0.88794,0.90764,3204572.2549647638,3530664.42087696
1741132800000,2025-03-05 00:00:00,ADA/USD,0.9431,1.0295,0.91635,0.9772,4795171.584313461,4907052.37854427
